,dis_subtype,dis_type,end_date,insur_dam,iso,location,st_date,total_affected,total_dam,total_deaths
2002-0580,Riverine flood,Flood,/09/2002,,VNM,"Long An, Dong Thap, An Giang provinces",/09/2002,1138200,23900,82
2002-0610,Riverine flood,Flood,30/09/2002,,VNM,"Ha Tinh, Nghe An provinces",20/09/2002,291616,58000,55
2002-0725,Convective storm,Storm,/10/2002,,VNM,Long An province,/10/2002,1800,100,
2002-9132,Drought,Drought,//2002,,VNM,"An Giang, Kien Giang, Long An provinces ",/05/2002,1300000,200000,
2003-0437,Tropical cyclone,Storm,23/07/2003,,VNM,North,23/07/2003,5018,,
2003-0505,Coastal flood,Flood,22/10/2003,,VNM,"Quang Ngai, Quang Nam, Binh Dinh, Quang Tri, Phu Yen, Thua Thien Hue provinces",15/10/2003,221774,32000,52
2003-0557,Riverine flood,Flood,14/11/2003,,VNM,"Ninh Thuan, Binh Dinh, Phu Yen, Khanh Hoa, Quang Nam, Dac Lac provinces",11/11/2003,194049,35000,61
2003-0672,Riverine flood,Flood,14/09/2003,38000,VNM,"Nghe An, Thai Binh, Nam Dinh, Lao Cai, Ha Tinh provinces",10/09/2003,1000,38000,15
2004-0258,Tropical cyclone,Storm,11/06/2004,,VNM,"Bin Dinh, Danang, Quang Ngai provinces",07/06/2004,905,7000,14
2004-0328,Riverine flood,Flood,17/04/2004,,VNM,"Mai Son, Bac Yen and Song Ma districts (Son La province)",16/04/2004,5000,,9
2004-0354,Flash flood,Flood,28/07/2004,,VNM,"Du Tien, Du Gia communes (Yen Minh district, Ha Giang province),  Bao Lam district (Cao Bang province)",18/07/2004,18,8000,53
2004-0472,Landslide,Landslide,13/09/2004,,VNM,Bat Xat District (Lao Cai province),13/09/2004,,,23
2004-0580,Tropical cyclone,Storm,26/11/2004,,VNM,"Hue, Quang Ngai, Quang Nam, Thua Thien-Hue, Quang Tri, Quang Binh",26/11/2004,500000,23000,56
2004-0735,Riverine flood,Flood,21/10/2004,,VNM,"An Giang, Cuu Long, Dong Thap, Long An, Can Tho, Kien Giang provinces (Mekong Delta region)",24/08/2004,30000,,34
2005-0315,Riverine flood,Flood,26/05/2005,,VNM,Vinh Thuan district (Kien Giang province),26/05/2005,593,,
2005-0476,--,Storm,16/08/2005,,VNM,Nghe An province,13/08/2005,6500,,13
2005-0515,Riverine flood,Flood,29/09/2005,,VNM,"Dong Thap, An Giang, Tan Hung, Vinh Hung, Moc Hoa districts (Long An province) ",08/09/2005,30000,,39
2005-0536,Tropical cyclone,Storm,19/09/2005,,VNM,"Thanh Hoa, Nghe An, Ha Tinh provinces",18/09/2005,8500,20000,8
2005-0540,Tropical cyclone,Storm,30/09/2005,,VNM,"Yen Bai, Tram Tau, Nghia Lo, Nghe An, Phu Ho, Hoa Binh, Lao Cai, Thanh Hoa, Nam Dinh, Quang Ninh, Quang Nam, Da Nang provinces ",27/09/2005,337660,219250,75
2005-0584,Riverine flood,Flood,10/10/2005,,VNM,"Quang Binh, Quang Tri and Thua Thien Hue, Quang Ngai provinces (Central)",07/10/2005,10000,15000,17
2005-0611,Tropical cyclone,Storm,04/11/2005,,VNM,"Quang Nam, Quang Ngai (Son Ha), Thua Thien-Hue (Phong Dien),  Quang Tri provinces",02/11/2005,15000,11000,20
2005-0628,Flash flood,Flood,28/10/2005,,VNM,"Binh Dinh, Quang Ngai, Phu Yen, Khanh Hoa, Gia Lai, Quang Tri (Central Vietnam provinces)",20/10/2005,33800,12000,67
2005-0694,Riverine flood,Flood,24/12/2005,,VNM,"Khank Hoa, Dak Lak, Phu Yen, Quang Ngai, Binh Dinh, Quang Nam, Binh Thuan, Ninh Thuan, Dac Lac provinces",04/12/2005,18000,27000,69
2005-9277,Drought,Drought,//2005,,VNM,Ben Tre province,/05/2005,410000,42120,
2006-0211,--,Storm,07/04/2006,,VNM,Yen Chau district (Son La),07/04/2006,1005,,1
2006-0251,Tropical cyclone,Storm,17/05/2006,,VNM,,17/05/2006,600000,,204
2006-0362,Tropical cyclone,Storm,19/07/2006,,VNM,"Bac Can, Lang Son, Vinh Phuc, Cao Bang, Thai Nguyen, Ha Giang provinces",11/07/2006,2000,,17
2006-0366,Flash flood,Flood,11/07/2006,,VNM,Bac Me district (Ha Giang province),09/07/2006,100,1000,4
2006-0429,Flash flood,Flood,18/07/2006,,VNM,"Bac Kan, Vinh Phuc, Lang Son provinces",18/07/2006,2000,,12
2006-0446,Riverine flood,Flood,30/08/2006,,VNM,"Bin Thuan, Nghe An, Quang Binh, Quang Tri, Dak Lac, Dong Nai, Lam Puong, Cao Bang, HaTinh, Thua Thien Hue, Dak Lai, Dak Nong, Yen Bai, Thanh Hoa, Phu Tho",12/08/2006,50020,8000,42
2006-0451,Riverine flood,Flood,01/11/2006,,VNM,"An Giang, Dong Thap (Mekong Delta)",10/08/2006,,,60
2006-0517,Tropical cyclone,Storm,06/10/2006,,VNM,"Ha Tinh, Thua Thien-Hue, Da Nang, Quang Nam, Quang Ngai provinces",27/09/2006,1467925,624000,71
2006-0648,Tropical cyclone,Storm,08/12/2006,,VNM,"Ba Ria-Vung Tau , Ben Tre, Binh Thuan, Vinh Long, Tien Gang, Khanh Hao, , An Giang, Tra Vinh, Long An, Dong Thap, Ho Chi Ming City, Can Tho City (South)",30/11/2006,1226360,456000,95
2006-0659,Convective storm,Storm,20/11/2006,,VNM,Quan Ninh province,20/11/2006,,10000,13
2006-0736,Riverine flood,Flood,17/10/2006,,VNM,,12/10/2006,,,60
2007-0323,Coastal flood,Flood,07/08/2007,,VNM,"Dak Lak, Lam Dong, Ha Tinh provinces",05/08/2007,416130,130000,74
2007-0463,Tropical cyclone,Storm,12/10/2007,,VNM,"Quang Binh, Ha Tinh, Quand Tri, Quang Ngai, Quang Nam, Son La, Yen Bai, Hoa Binh, Thai Binh , Thanh Hoa, Nghe An, Ninh Binh, Hoa Binh, Son La, Yen Bai, Son La provinces",29/09/2007,685430,191000,96
2007-0512,Riverine flood,Flood,24/10/2007,,VNM,"Thue ThienHue, Quang Ngai, Quang Tri, Quang Nam provinces",14/10/2007,22000,10000,15
2007-0522,Riverine flood,Flood,09/11/2007,,VNM,"Thua Thien-Hue, Quang Ngai, Quang Nam, Quan Binh",28/10/2007,94042,300000,83
2007-0531,--,Flood,02/11/2007,,VNM,"Dong Thap, An Giang, Kien Giang (Mekong Delta region)",20/10/2007,280000,,3
2007-0558,Coastal flood,Flood,21/11/2007,,VNM,"Khanh Hoa, Quang Ngai, Binh Dinh, Quang Nam, Thua Thien-Hue, Ninh Thuan, Quang Tri, Da Nang, ",10/11/2007,150000,350000,55
2008-0262,Flash flood,Flood,12/05/2008,,VNM,"Dac Ngo (Tuy Duc district, Dak Nong province)",11/05/2008,500,,4
2008-0329,Tropical cyclone,Storm,11/08/2008,,VNM,"Lao Cai, Yen Bai, Phu To, Bac Kan, Quang Ninh, Ha Giang, Tuyen Guang, Lai Chau, Son La",08/08/2008,57630,120000,162
2008-0373,Riverine flood,Flood,28/08/2008,,VNM,Ha Giang province,26/08/2008,,,16
2008-0426,Tropical cyclone,Storm,28/09/2008,,VNM,"Lang Son, Son La, Bac Giang, Lao Cai, Quang Ninh, Vinh Phuc provinces",25/09/2008,58511,63000,46
2008-0437,Tropical cyclone,Storm,30/09/2008,,VNM,"Quang Binh, Ha Tinh",30/09/2008,31680,6500,18
2008-0481,Flash flood,Flood,20/10/2008,,VNM,"Nghe An, Thua Thien-Hue, Quang Tri, Quang Nam, Quang Ngai, Thanh Hoa provinces",19/10/2008,12004,4000,29
2008-0501,Riverine flood,Flood,04/11/2008,,VNM,"Thai Nguyen, Vinh Phuc, Hoa Binh, Nin Binh, Thanh Hoa, Nghe An, Ha Tinh, Quang Binh, Ha Nim, Hanoi provinces",27/10/2008,600000,479000,99
2008-0540,Tropical cyclone,Storm,05/11/2008,,VNM,Ho Chi Minh city,05/11/2008,,,11
2008-0552,Tropical cyclone,Storm,20/11/2008,,VNM,"Phu Yen, Khanh Hoa, Binh Dinh, Lam Dong, Ninh Thuan, Qunag Nam provinces",17/11/2008,8828,1000,17
2008-0607,Riverine flood,Flood,05/01/2009,,VNM,"Phu Yen, Binh Dinh, Quang Binh, Quang Nam provinces",25/12/2008,20000,,9
2009-0247,Riverine flood,Flood,06/07/2009,,VNM,"Bac Kan, Cao Bang, Ha Giang, Lai Chau provinces",03/07/2009,700000,,20
2009-0414,Tropical cyclone,Storm,29/09/2009,,VNM,"Binh Dinh, Da Nang, Dak Lak, Gia Lai, Ha Tinh, Thua Thien Hue, Kon Tum, Lam Dong, Phu Yen, Quang Binh, Quang Nam, Quanh Ngai, Quang Tri",28/09/2009,2477315,785000,182
2009-0422,Tropical cyclone,Storm,14/10/2009,,VNM,,14/10/2009,,200,
2009-0476,Landslide,Landslide,06/11/2009,,VNM,Bac Tra My District (Quang Nam province),06/11/2009,1,,13
2009-0478,Tropical cyclone,Storm,02/11/2009,,VNM,"Binh Dinh, Phu Yen, Khabh Hoa, Ninh Thuan, Dac lac, Qunag Nam, Qunag Ngai, Kon Tum, Hia Lai",02/11/2009,500145,280000,124
2009-0611,Riverine flood,Flood,28/09/2009,,VNM,,25/09/2009,40000,,17
2010-0308,Tropical cyclone,Storm,17/07/2010,,VNM,"Thanh Hoa, Quang Ngai, Quang Ninh",17/07/2010,1500,500,11
2010-0332,Tropical cyclone,Storm,25/07/2010,,VNM,,23/07/2010,12400,,10
2010-0432,Tropical cyclone,Storm,25/08/2010,,VNM,"Nghe An, Than Hoa, Ha Tinh provinces",24/08/2010,20700,44000,14
2010-0515,Flash flood,Flood,06/10/2010,,VNM,"Ha Tinh, Quang Binh, Quang Tri, Nghe An, Thua Thien Hue provinces",01/10/2010,679825,142500,84
2010-0539,Riverine flood,Flood,18/10/2010,,VNM,"Nghe An, Ha Tinh, Quang Binh",14/10/2010,761000,154000,21
2010-0573,Riverine flood,Flood,10/11/2010,,VNM,"Ninh Thuan, Khanh Hoa, Phu Yen, Binh Dinh, Quang Ngai, Dak Lak provinces",29/10/2010,39008,107700,31
2010-0597,Riverine flood,Flood,17/11/2010,,VNM,"Thua Thien-Hu?, Quang Ngai, Quang Nam",12/11/2010,10000,256000,50
2011-0232,Convective storm,Storm,26/06/2011,,VNM,North,22/06/2011,63,,16
2011-0359,Riverine flood,Flood,14/09/2011,,VNM,Lao Cai province,14/09/2011,300000,44000,24
2011-0394,Riverine flood,Flood,/12/2011,,VNM,"An Giang, Dong Thap, Long An, Can Tho, Vinh Long, Hau Giang, Kien Giang provinces",/09/2011,600000,175002,85
2011-0396,Riverine flood,Flood,21/10/2011,,VNM,"Quang Tri, Quang Binh, Thua Thien-Hue, Quang Nam - Central Vietnam",21/10/2011,461584,,13
2011-0576,Tropical cyclone,Storm,24/06/2011,,VNM,,19/06/2011,,,
2012-0259,Tropical cyclone,Storm,/07/2012,,VNM,,/07/2012,3,,10
2012-0294,Tropical cyclone,Storm,17/08/2012,,VNM,"Yen Bai, Vinh Phuc, Quang Ninh, Hai Phong provinces",17/08/2012,60479,6800,17
2012-0351,Riverine flood,Flood,11/09/2012,2000,VNM,"Ninh Binh, Ha Tinh, Thanh Hoa, Nghe An provinces",02/09/2012,17540,30000,34
2012-0406,Tropical cyclone,Storm,28/10/2012,,VNM,"Nghe An, Thanh Hoa, Ninh Binh, Nam Dinh, Thai BInh, Hai Phong provinces",28/10/2012,278490,336000,11
2013-0266,Riverine flood,Flood,30/07/2013,,VNM,"Lao Cai, Son La, Quang Ninh, Tuyen Quang",28/07/2013,5000,6500,5
2013-0333,Riverine flood,Flood,/09/2013,,VNM,"Lao Cai, Ha Giang, Lai Chau",/09/2013,,,23
2013-0341,Tropical cyclone,Storm,03/08/2013,,VNM,Northern provinces,02/08/2013,5011,1000,7
2013-0380,Riverine flood,Flood,24/09/2013,,VNM,Center and South,24/09/2013,,,30
2013-0412,Riverine flood,Flood,04/09/2013,,VNM,Central and Northern,03/09/2013,1000,,29
2013-0417,Riverine flood,Flood,18/09/2013,,VNM,"Dak Lak, Quang TRi, Quang Ngai, Quang Nam, Kon Tum provinces",16/09/2013,25000,,7
2013-0419,Tropical cyclone,Storm,15/10/2013,,VNM,"Quang Binh, Ha Tinh, Quang Tri, Thua Thien Hue, Thanh Hoa, Nghe An, provinces",30/09/2013,1835585,663230,36
2013-0430,Tropical cyclone,Storm,15/10/2013,,VNM,"da nang, Quang Nam, Thua Thien Hue, Quang Ngai",10/10/2013,109754,76000,20
2013-0433,Tropical cyclone,Storm,11/11/2013,,VNM,"Quang Ninh,  Hai Phong, Bac Giang, Quang Ngai, Thanh Hoa, Nghe An, Ha Tinh,  Quang Tri, Thua Thien-Hue, Da Nang, Quang Nam provinces",11/11/2013,13094,734000,16
2013-0443,Riverine flood,Flood,20/11/2013,,VNM,"Quang Ngai, Binh Dinh, Quang Nam, Da Nang, Phu Yen, Gia Lai, Kon Tum provinces",14/11/2013,2130001,72000,47
2014-0227,Tropical cyclone,Storm,20/07/2014,,VNM,Quang Ninh Province (Mong Cai),19/07/2014,36000,6200,27
2014-0390,Tropical cyclone,Storm,16/09/2014,,VNM,,10/09/2014,11325,4500,11
2014-0474,Tropical cyclone,Storm,30/11/2014,,VNM,"Phu Yen, Binh Dinh provinces",30/11/2014,750,,
2015-0252,Tropical cyclone,Storm,29/06/2015,,VNM,Son La district,24/06/2015,115,,7
2015-0292,Flash flood,Flood,05/08/2015,,VNM,Halong bay (Quang Ninh province),25/07/2015,15000,204000,32
2015-0460,--,Flood,11/09/2015,,VNM,"Minh Tien village (Vi Xuyen District), Ha Giang province;  Nguyen Binh, Cao Bang province; Changsha, Khanh Hoa;  Cao Bang; Lai Chau province;  Dong Nai; Lam Dong, Binh Thuan, An Giang and Dong Thap provinces\n\n",07/09/2015,100,,2
1936-0001,Landslide,Landslide,//1936,,NOR,Loen (North Fjord),//1936,,,73
1990-0717,--,Storm,26/01/1990,,NOR,,25/01/1990,,10000,
1990-0722,--,Storm,27/02/1990,60000,NOR,,25/02/1990,,120000,
1992-0111,--,Storm,01/01/1992,134200,NOR,Western area,01/01/1992,,,
1993-0091,Tropical cyclone,Storm,03/01/1993,,NOR,,03/01/1993,,3000,
1995-0095,Riverine flood,Flood,14/06/1995,126600,NOR,"Lillestroem (Gudbransdal, Oesterdal valleys)",01/06/1995,4000,300000,1
2000-0688,--,Flood,11/10/2000,,NOR,Districts in and around Oslo,11/10/2000,600,,
2001-0759,--,Flood,01/12/2001,,NOR,Kristiansand region,01/12/2001,1500,,
2005-0011,Extra-tropical storm,Storm,13/01/2005,40000,NOR,Southern and Western,13/01/2005,,130000,
2008-0320,Convective storm,Storm,03/08/2008,,NOR,Hedemar,03/08/2008,100,,
2011-0486,Convective storm,Storm,27/11/2011,,NOR,South-West,26/11/2011,500,,4
1996-0499,Riverine flood,Flood,14/05/1996,,CZE,"Bruntal, Lichnov (North Moravia",10/05/1996,60,36000,1
1997-0142,Riverine flood,Flood,24/07/1997,310000,CZE,"Moravia, Bohemia regions",02/07/1997,102107,1850000,29
1998-0224,Riverine flood,Flood,27/07/1998,18000,CZE,,23/07/1998,,52000,6
2000-0167,Riverine flood,Flood,13/03/2000,55000,CZE,,08/03/2000,,80000,
2002-0011,--,Storm,/01/2002,,CZE,,/01/2002,,,
2002-0479,Riverine flood,Flood,28/08/2002,1200000,CZE,"Prague, Bohemia, Plzen, Karlovy Vary, Zapadocesky. Districts of Central Bohemia, Southern Bohemia, Pilsner, Carlsbad and Usti regions",07/08/2002,200000,2400000,18
2002-0678,Extra-tropical storm,Storm,28/10/2002,10000,CZE,,26/10/2002,,20000,2
2003-0391,Heat wave,Extreme temperature ,/07/2003,,CZE,,/07/2003,,,418
2005-0045,Convective storm,Storm,/02/2005,,CZE,Ostrava,/02/2005,3,,
2005-0131,Riverine flood,Flood,25/03/2005,,CZE,South Moravia,17/03/2005,,,1
2005-0713,Severe winter conditions,Extreme temperature ,/01/2006,,CZE,East,27/12/2005,,,15
2006-0156,Riverine flood,Flood,17/04/2006,,CZE,"Ostrava, Prague, Vestec, Bonov, Usti nad Labem, Znojmo, Hodonin, Terezin, Theresienstadt, Melnik, Olomouc, Breclav, Novosedly, Decin",28/03/2006,4200,,6
2006-0349,--,Flood,30/06/2006,,CZE,Vranov-nad-Dyji,30/06/2006,115,,
2007-0019,Extra-tropical storm,Storm,18/01/2007,35000,CZE,,18/01/2007,,150000,4
2008-0082,Extra-tropical storm,Storm,02/03/2008,6000,CZE,,29/02/2008,,50000,2
2009-0228,Riverine flood,Flood,28/06/2009,,CZE,"Novy Jicin, Jaroslav Palas, Prague, Silesia, Olomouc, South Bohemia",22/06/2009,14450,150000,13
2009-0273,Convective storm,Storm,24/07/2009,,CZE,Hradeknad Nisou,23/07/2009,12,,2
2010-0193,Riverine flood,Flood,26/05/2010,,CZE,"Ostrava, Petrovice; Moravia-Silesia region",15/05/2010,1200,190000,1
2010-0217,Riverine flood,Flood,01/06/2010,,CZE,,01/06/2010,,,3
2010-0380,Flash flood,Flood,08/08/2010,,CZE,Liberec (North),07/08/2010,200,157560,7
2010-0615,Cold wave,Extreme temperature ,/12/2010,,CZE,Prague,/11/2010,,,12
2012-0019,Cold wave,Extreme temperature ,/02/2012,,CZE,Opava,/01/2012,,,25
2012-0485,Cold wave,Extreme temperature ,07/12/2012,,CZE,,07/12/2012,,,7
2013-0205,Riverine flood,Flood,07/06/2013,385866,CZE,"Lahovicky, Radot?n (Prague and its surroundings); Cernosice, Dolany (region of Meln?k, Meln?k, Hor?n, Broz?nky, Chvateruby, Luzec nad Vltavou, Doln? Berkovice, Nov? Ves (Middle Bohemia);  region of Litomerice, Litomerice, Kresice, Terez?n, Nov? Kopisty, Cesk? Kopisty; region of ?st? nad Labem ? ?st? nad Labem; region of Dec?n,  Deci?n, Hrensko, Dobkovice, Jir?kov, Malsovice, Choratice, Techlovice (North-West Bohemia); region of Trutnov,  Doln? Olesnice, Horn? Olesnice, Suchovrsice, Havlovice, Hostinn?, Rudn?k, Lampertice, Jank? L?zn?, Horn? Marsov, Mostek, Vlcice, Velk? Vrestov) (East Bohemia); region of Cesk? Budejovice - Bavorov, Vodnany, Hlubok? nad Vltavou, Bechyne, Vesel? nad Luznic?, Protiv?n, Putim (South Bohemia)\r\r",01/06/2013,1300000,828552,15
1950-0009,Tropical cyclone,Storm,01/09/1950,,ATG,,01/09/1950,,1000,2
1960-0024,Tropical cyclone,Storm,04/09/1960,,ATG,,04/09/1960,,,2
1966-0072,Tropical cyclone,Storm,26/09/1966,,ATG,,26/09/1966,,,
1983-9139,Drought,Drought,//1983,,ATG,,/11/1983,75000,,
1989-0115,Tropical cyclone,Storm,17/09/1989,,ATG,,17/09/1989,8030,80000,2
1990-0052,Tropical cyclone,Storm,27/08/1990,,ATG,,27/08/1990,,,
1995-0192,Tropical cyclone,Storm,07/09/1995,,ATG,,05/09/1995,3702,350000,2
1998-0383,Tropical cyclone,Storm,29/09/1998,50000,ATG,"Liberta, Crabbe Hill, Five Islands, All Saint Village, Bolans",20/09/1998,2025,100000,2
1999-0438,Tropical cyclone,Storm,20/10/1999,,ATG,"Crab\'s Hill, Five Isl., Cobbs Cross",20/10/1999,2534,,1
1999-0525,Tropical cyclone,Storm,19/11/1999,,ATG,,17/11/1999,3423,,1
2008-0604,Tropical cyclone,Storm,16/10/2008,,ATG,,15/10/2008,25800,,
2010-0468,Tropical cyclone,Storm,31/08/2010,,ATG,Leeward islands,29/08/2010,5000,12600,
1931-0006,Tropical cyclone,Storm,16/02/1931,,FJI,"Labasa, Lautoka",16/02/1931,,,200
1941-0002,Tropical cyclone,Storm,19/02/1941,,FJI,Viti Levu,19/02/1941,,,6
1952-0001,Tropical cyclone,Storm,28/01/1952,,FJI,Near Suva,28/01/1952,800,2000,23
1958-0005,Tropical cyclone,Storm,07/01/1958,,FJI,Lau Islands,07/01/1958,,,
1964-0019,--,Flood,22/03/1964,,FJI,Viti Levu,22/03/1964,18000,1100,1
1965-0011,Tropical cyclone,Storm,07/02/1965,,FJI,Throughout Islands,07/02/1965,10000,,2
1972-0059,Tropical cyclone,Storm,24/10/1972,,FJI,Much of nation,24/10/1972,120000,22500,3
1973-0021,Tropical cyclone,Storm,03/04/1973,,FJI,"Savusavu, Bua",03/04/1973,1150,,
1973-0052,Tropical cyclone,Storm,09/12/1973,,FJI,"Kadavu,  South Lau group",09/12/1973,5000,,59
1975-0015,Tropical cyclone,Storm,30/01/1975,,FJI,Lau group,30/01/1975,23000,1000,
1978-0032,Tropical cyclone,Storm,04/02/1978,,FJI,,04/02/1978,,,
1979-0033,Tropical cyclone,Storm,27/03/1979,,FJI,"East, South Islands + Lau group",27/03/1979,35900,,53
1980-0036,Tropical cyclone,Storm,24/03/1980,,FJI,"Vanua Levu, Viti Levu",24/03/1980,35250,2256,18
1981-0024,Tropical cyclone,Storm,15/01/1981,,FJI,"Yasawas, Mamanuca",15/01/1981,4700,,
1983-0047,Tropical cyclone,Storm,01/03/1983,,FJI,"Kadavu, Ono, Suva, Viti Levu, Yasawa, Naviti, Vatulele, Bega",01/03/1983,200014,50000,9
1983-0057,Tropical cyclone,Storm,25/03/1983,,FJI,Southern Lau group,25/03/1983,11132,851,
1983-9018,Drought,Drought,//1983,,FJI,Western division,//1983,31000,30000,
1985-0021,Tropical cyclone,Storm,19/01/1985,68400,FJI,Lautoka area,17/01/1985,100000,73000,28
1985-0042,Tropical cyclone,Storm,05/03/1985,,FJI,,05/03/1985,2000,,3
1985-0044,Tropical cyclone,Storm,17/03/1985,,FJI,"Western, Central divisions",17/03/1985,20000,3000,1
1986-0052,--,Flood,12/04/1986,,FJI,Vanua Levu + northern Isl.,12/04/1986,215000,15400,19
1986-0143,Tropical cyclone,Storm,28/12/1986,,FJI,"Vanua Levu, Taveuni, Lau groups",28/12/1986,3000,20000,1
1987-0332,--,Storm,/01/1987,,FJI,,/01/1987,3369,25000,1
1989-0574,--,Flood,//1989,,FJI,,//1989,,,10
1990-0121,Tropical cyclone,Storm,28/11/1990,,FJI,"Viti Levu, Lau group",28/11/1990,6000,10000,
1990-0188,Ground movement,Earthquake,03/03/1990,,FJI,South of Fiji Islands,03/03/1990,,,
1990-0221,Ground movement,Earthquake,23/06/1990,,FJI,,23/06/1990,,,
1992-0162,Tropical cyclone,Storm,11/12/1992,,FJI,Viti Levu,11/12/1992,2000,1600,1
1993-0002,Tropical cyclone,Storm,02/01/1993,,FJI,"Yasawa, Northern and Eastern Viti Levu, Southern Vanua Levu, Western and Southern Lau group",02/01/1993,160003,100000,21
1997-0039,Tropical cyclone,Storm,10/03/1997,,FJI,Western division,10/03/1997,3500,27000,25
1998-9324,Drought,Drought,//1998,,FJI,"Viti Levu, Yasawa, Vanua Levu",/01/1998,263455,,
1999-0023,Tropical cyclone,Storm,19/01/1999,,FJI," Ba, Nadi, Lautoka, Tavua, Rakiraki Districts",19/01/1999,1772,3500,12
2000-0806,Coastal flood,Flood,06/12/2000,,FJI,Viti Levu Island (Central and Western Divisions),06/12/2000,,,4
2001-0223,Tropical cyclone,Storm,01/03/2001,,FJI,"Viti Levu, Yasawa & Mamanuca group, Kadavu, Lomaiviti, Lau Group",01/03/2001,,,1
2003-0024,Tropical cyclone,Storm,14/01/2003,,FJI,"Druadrua Isl., Vanua Levu   Koro, Ovalau, Gau, Nayau, Vanuavatu, Kabara, Moala Islands",14/01/2003,30000,30000,17
2004-0153,Tropical cyclone,Storm,08/04/2004,,FJI,"Viti Levu, Vanua Levu",08/04/2004,5000,4000,16
2004-0294,Flash flood,Flood,05/06/2004,,FJI,Viti Levu Island (Central and Western Divisions),05/06/2004,600,,
2005-0577,Riverine flood,Flood,28/09/2005,,FJI,,28/09/2005,,,
2006-0071,Riverine flood,Flood,09/02/2006,,FJI,Macuata province (Vanua Levu Island - Northern Division),04/02/2006,224,500,4
2006-0073,Tropical cyclone,Storm,06/02/2006,,FJI," Lautoka, Ba Town, Rakiraki (Western Viti Levu)",29/01/2006,168,,
2007-0108,Riverine flood,Flood,20/02/2007,,FJI,Vanua Levu and Viti Levu Islands,03/02/2007,900,30000,1
2007-0151,Tropical cyclone,Storm,05/04/2007,,FJI,Lau Islands,05/04/2007,,,1
2007-0592,Flash flood,Flood,12/03/2007,,FJI,Vanua Levu and Viti Levu Islands,09/03/2007,,7000,5
2007-0655,Tropical cyclone,Storm,07/12/2007,,FJI,Cikobia,05/12/2007,69,652,
2008-0051,Tropical cyclone,Storm,29/01/2008,,FJI,"Viti Levu, Vanua Levu, Taveuni, Yasawa, Mamanuca",28/01/2008,,30000,7
2009-0013,Riverine flood,Flood,19/01/2009,,FJI,"North, Central and Western Divisions (Nadi, Lautoka, Labasa, Sigatoka, Ba, Tavua, Rakiraki, Wainibuka, Rewa, Sigatoka towns - Viti Levu  and Vanua Levu Islands)",08/01/2009,10556,43247,12
2009-0554,Tropical cyclone,Storm,15/12/2009,,FJI,Viti Levu,14/12/2009,3845,13300,2
2010-0106,Tropical cyclone,Storm,16/03/2010,,FJI,"Vanua Levu, Viti Levu, Lakeba, Taveuni, Northern Laui",14/03/2010,39101,39427,2
2012-0024,Riverine flood,Flood,06/02/2012,,FJI,"Western Division (Ba, Lautoka, Nadi, Nadroga, Ra, Tavua, Korovou, Rakiraki districts - Viti Levu Island)",22/01/2012,4561,17000,10
2012-0069,Riverine flood,Flood,30/03/2012,,FJI,Western Division,29/03/2012,14984,72000,5
2012-0498,Tropical cyclone,Storm,18/12/2012,,FJI,,16/12/2012,8400,8400,2
2015-9483,Drought,Drought,/10/2015,,FJI,,/09/2015,67000,,
1915-0009,Ground movement,Earthquake,26/12/1915,,HND,"Gracias A Dios, Campuca, Lempira",26/12/1915,,,
1931-0010,Tropical cyclone,Storm,10/09/1931,,HND,,10/09/1931,,,1500
1961-0052,Tropical cyclone,Storm,/10/1961,,HND,,/10/1961,,,275
1965-0057,--,Flood,24/09/1965,,HND,"Central, South",24/09/1965,6000,500,
1965-9032,Drought,Drought,//1965,,HND,"South Valle, Choluteca",/06/1965,100000,,
1969-0089,Tropical cyclone,Storm,01/09/1969,,HND,"Roatan, Utila, Guanaja provinces",01/09/1969,8002,19000,
1971-0132,Tropical cyclone,Storm,09/09/1971,,HND,,09/09/1971,,,
1972-9077,Drought,Drought,//1973,,HND,,//1972,300000,7000,
1973-0039,Landslide,Landslide,20/09/1973,,HND,Cholima,20/09/1973,,,2800
1974-0047,Tropical cyclone,Storm,21/09/1974,,HND,Widespread,18/09/1974,600000,540000,8000
1976-0152,--,Flood,/11/1976,,HND,North coast,/11/1976,15000,,20
1978-0116,Tropical cyclone,Storm,17/09/1978,,HND,North Coast Gracias Dios,17/09/1978,7500,1000,
1979-0098,--,Flood,/11/1979,,HND,North coastal area,/11/1979,40000,13000,1
1980-0129,Ground movement,Earthquake,09/08/1980,,HND,North (Honduras) and  Izabal province (Guatemala),09/08/1980,,,2
